1 61 real
-9.85658347246913 -8.426229232988106 -7.016929270114601 -5.67461702868053 -4.437348806491122 -3.331806814774848 -2.372319366293409 -1.56207946074342 -0.8957240796246584 -0.3623565190132263 0.05167848432640909 0.36063025628026146 0.5778769222805655 0.7150824268083866 0.7818330377340805 0.7856089806333166 0.731975291969337 0.6249111956921496 0.46722692790355325 0.2610359103218167 0.008257544563675445 -0.2888769830834095 -0.6273534450215843 -1.0029873003686811 -1.4101767977577122 -1.8418477105373823 -2.2896190793820113 -2.7441817896651246 -3.19583706716016 -3.6351039107157446 -4.053286709276633 -4.442903543085463 -4.797908279882804 -5.113683442211145 -5.386821519886046 -5.614739611863523 -5.79518309677175 -5.925672374284669 -6.002940427775649 -6.022406636974789 -5.977740964955649 -5.86059587856973 -5.6606180108884265 -5.365882233684153 -4.96388281641605 -4.443115232356038 -3.795036782678781 -3.0158208728583658 -2.106988323092696 -1.0740404701485575 0.07708207443594883 1.344674590698784 2.735036705835279 4.263403231982183 5.951536926792387 7.8231919109679255 9.898646925329839 12.18661552691607 14.669034438481955 17.279283633140533 19.88984611945854 
